Date,Week,TransType,Player,Position,Team,From,To,By,TransCosts
2020-10-21 00:18:00,7,Drop,Jason Sanders,K,MIA,Do it for George,Waivers,Matt,
2020-10-21 00:18:00,7,Add,Matt Ryan,QB,ATL,Waivers,The Longest Yard,Lucas,0 pts
2020-10-21 00:18:00,7,Add,Randy Bullock,K,CIN,Waivers,The Longest Yard,Lucas,6 pts
2020-10-21 00:18:00,7,Drop,Stephen Gostkowski,K,TEN,ganggreen215,Waivers,Kevin,
2020-10-21 00:18:00,7,Add,Daniel Carlson,K,LV,Waivers,ganggreen215,Kevin,1 pts
2020-10-21 00:18:00,7,Drop,Alshon Jeffery,WR,PHI,ganggreen215,Waivers,Kevin,
2020-10-21 00:18:00,7,Add,Tua Tagovailoa,QB,MIA,Waivers,ganggreen215,Kevin,2 pts
2020-10-21 00:18:00,7,Drop,Ryan Fitzpatrick,QB,MIA,Triple Crown,Waivers,Nolan,
2020-10-21 00:18:00,7,Drop,Jarvis Landry,WR,CLE,ganggreen215,Waivers,Kevin,
2020-10-21 00:18:00,7,Add,T.Y. Hilton,WR,IND,Waivers,ganggreen215,Kevin,5 pts
2020-10-21 00:18:00,7,Add,Tyler Higbee,TE,LA,Waivers,Gronk's New Groove,Sam,7 pts
2020-10-21 00:18:00,7,Add,Brandin Cooks,WR,HOU,Waivers,Do it for George,Matt,5 pts
2020-10-21 00:18:00,7,Drop,Dak Prescott,QB,DAL,Tight Ends Spread Sheets,Waivers,f,
2020-10-21 00:18:00,7,Add,Cleveland Browns DEF,DEF,CLE,Waivers,Triple Crown,Nolan,2 pts
2020-10-21 00:18:00,7,Drop,N'Keal Harry,WR,NE,Tight Ends Spread Sheets,Waivers,f,
2020-10-21 00:18:00,7,Add,Keelan Cole,WR,JAX,Waivers,Tight Ends Spread Sheets,f,16 pts
2020-10-21 00:18:00,7,Drop,New York Giants DEF,DEF,NYG,Fantasy Football Team,Waivers,Liam,
2020-10-21 00:18:00,7,Add,Buffalo Bills DEF,DEF,BUF,Waivers,Fantasy Football Team,Liam,1 pts
2020-10-21 00:18:00,7,Add,Ryan Tannehill,QB,TEN,Waivers,Tight Ends Spread Sheets,f,11 pts
2020-10-21 05:02:00,7,Lineup,Tyler Higbee,TE,LA,BN,TE,Sam via Mobile Device,
2020-10-21 05:04:00,7,Drop,Indianapolis Colts DEF,DEF,IND,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-21 05:04:00,7,Add,Philadelphia Eagles DEF,DEF,PHI,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-21 05:05:00,7,Lineup,Philadelphia Eagles DEF,DEF,PHI,BN,DEF,Sam via Mobile Device,
2020-10-21 05:06:00,7,Lineup,Daniel Carlson,K,LV,BN,K,Kevin via Mobile Device,
2020-10-21 05:11:00,7,Drop,Miami Dolphins DEF,DEF,MIA,ganggreen215,Waivers,Kevin via Mobile Device,
2020-10-21 05:11:00,7,Add,Green Bay Packers DEF,DEF,GB,Free Agents,ganggreen215,Kevin via Mobile Device,
2020-10-21 05:12:00,7,Lineup,Green Bay Packers DEF,DEF,GB,BN,DEF,Kevin via Mobile Device,
2020-10-21 05:53:00,7,Lineup,Randy Bullock,K,CIN,BN,K,Lucas via Mobile Device,
2020-10-21 05:53:00,7,Lineup,Matt Ryan,QB,ATL,BN,QB,Lucas via Mobile Device,
2020-10-21 06:06:00,7,Lineup,Buffalo Bills DEF,DEF,BUF,BN,DEF,Liam via Mobile Device,
2020-10-21 07:03:00,7,Lineup,Phillip Lindsay,RB,DEN,BN,RB,Liam via Mobile Device,
2020-10-21 07:03:00,7,Lineup,Joshua Kelley,RB,LAC,RB,BN,Liam via Mobile Device,
2020-10-21 07:04:00,7,Add,Graham Gano,K,NYG,Free Agents,The Wet Market Pangolins,Jake via Mobile Device,
2020-10-21 07:04:00,7,Drop,Joe Burrow,QB,CIN,The Wet Market Pangolins,Waivers,Jake via Mobile Device,
2020-10-21 07:04:00,7,Lineup,Graham Gano,K,NYG,BN,K,Jake via Mobile Device,
2020-10-21 07:04:00,7,Lineup,Rodrigo Blankenship,K,IND,K,BN,Jake via Mobile Device,
2020-10-21 08:23:00,7,Lineup,Brandin Cooks,WR,HOU,BN,WR,Matt,
2020-10-21 08:23:00,7,Lineup,Cole Beasley,WR,BUF,WR,BN,Matt,
2020-10-21 11:24:00,7,Lineup,Darius Slayton,WR,NYG,R/W/T,BN,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Lineup,Josh Jacobs,RB,LV,BN,R/W/T,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Lineup,Russell Wilson,QB,SEA,BN,QB,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Lineup,Baltimore Ravens DEF,DEF,BAL,DEF,BN,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Add,Mike Williams,WR,LAC,Free Agents,Triple Crown,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Lineup,Cleveland Browns DEF,DEF,CLE,BN,DEF,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Lineup,DK Metcalf,WR,SEA,BN,WR,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Drop,Alexander Mattison,RB,MIN,Triple Crown,Waivers,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Lineup,D.J. Chark,WR,JAX,WR,BN,Nolan via Mobile Device,
2020-10-21 11:24:00,7,Lineup,Chris Carson,RB,SEA,BN,RB,Nolan via Mobile Device,
2020-10-21 12:32:00,7,Lineup,Noah Fant,TE,DEN,BN,R/W/T,f,
2020-10-21 12:32:00,7,Lineup,Preston Williams,WR,MIA,WR,BN,f,
2020-10-21 12:32:00,7,Lineup,Henry Ruggs III,WR,LV,BN,WR,f,
2020-10-21 12:32:00,7,Lineup,Myles Gaskin,RB,MIA,R/W/T,BN,f,
2020-10-21 12:32:00,7,Lineup,Keelan Cole,WR,JAX,BN,WR,f,
2020-10-21 12:33:00,7,Lineup,Joey Slye,K,CAR,K,RES,f,
2020-10-21 12:33:00,7,Add,Brandon McManus,K,DEN,Free Agents,Tight Ends Spread Sheets,f,
2020-10-21 12:33:00,7,Lineup,Brandon McManus,K,DEN,BN,K,f,
2020-10-21 12:34:00,7,Lineup,Jimmy Graham,TE,CHI,BN,R/W/T,f,
2020-10-21 12:34:00,7,Lineup,Noah Fant,TE,DEN,R/W/T,BN,f,
2020-10-21 12:39:00,7,Drop,Dion Lewis,RB,NYG,Tight Ends Spread Sheets,Waivers,f,
2020-10-21 12:39:00,7,Add,J.D. McKissic,RB,WAS,Free Agents,Tight Ends Spread Sheets,f,
2020-10-21 15:28:00,7,Add,Antonio Brown,WR,TB,Free Agents,Do it for George,Matt,
2020-10-21 15:28:00,7,Drop,Cole Beasley,WR,BUF,Do it for George,Waivers,Matt,
2020-10-21 15:28:00,7,Lineup,Antonio Brown,WR,TB,BN,RES,Matt,
2020-10-21 18:28:00,7,Add,Anthony Firkser,TE,TEN,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-21 18:28:00,7,Drop,Nyheim Hines,RB,IND,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-21 18:31:00,7,Add,Robbie Gould,K,SF,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-21 18:31:00,7,Drop,Chris Boswell,K,PIT,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-21 18:31:00,7,Lineup,Robbie Gould,K,SF,BN,K,Sam via Mobile Device,
2020-10-22 00:20:00,7,Add,J.K. Dobbins,RB,BAL,Waivers,Do it for George,Matt,1 pts
2020-10-22 10:44:00,7,Lineup,Emmanuel Sanders,WR,NO,BN,WR,Liam via Mobile Device,
2020-10-22 10:44:00,7,Lineup,Laviska Shenault Jr.,WR,JAX,WR,BN,Liam via Mobile Device,
2020-10-22 11:05:00,7,Drop,Tom Brady,QB,TB,Do it for George,Waivers,Matt,
2020-10-22 11:05:00,7,Add,Giovani Bernard,RB,CIN,Free Agents,Do it for George,Matt,
2020-10-22 11:18:00,7,Lineup,Terry McLaurin,WR,WAS,WR,BN,Sam via Mobile Device,
2020-10-22 11:18:00,7,Lineup,Jamison Crowder,WR,NYJ,BN,WR,Sam via Mobile Device,
2020-10-22 16:12:00,7,Lineup,A.J. Brown,WR,TEN,WR,BN,Jake,
2020-10-22 16:12:00,7,Lineup,Kareem Hunt,RB,CLE,BN,R/W/T,Jake,
2020-10-22 16:12:00,7,Lineup,Travis Fulgham,WR,PHI,BN,WR,Jake,
2020-10-22 16:12:00,7,Lineup,Michael Thomas,WR,NO,R/W/T,BN,Jake,
2020-10-22 19:17:00,7,Add,Tim Patrick,WR,DEN,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-22 19:17:00,7,Drop,Anthony Firkser,TE,TEN,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-22 23:58:00,7,Lineup,Marvin Jones,WR,DET,R/W/T,BN,Jess via Mobile Device,
2020-10-22 23:58:00,7,Lineup,Melvin Gordon,RB,DEN,BN,R/W/T,Jess via Mobile Device,
2020-10-23 00:26:00,7,Add,Dalton Schultz,TE,DAL,Waivers,The Longest Yard,Lucas,0 pts
2020-10-23 00:26:00,7,Drop,Mike Gesicki,TE,MIA,ganggreen215,Waivers,Kevin,
2020-10-23 00:26:00,7,Drop,Zach Ertz,TE,PHI,Fantasy Football Team,Waivers,Liam,
2020-10-23 00:26:00,7,Add,Jarvis Landry,WR,CLE,Waivers,Fantasy Football Team,Liam,2 pts
2020-10-23 00:26:00,7,Add,Indianapolis Colts DEF,DEF,IND,Waivers,ganggreen215,Kevin,1 pts
2020-10-23 07:54:00,7,Lineup,Dalton Schultz,TE,DAL,BN,TE,Lucas via Mobile Device,
2020-10-23 09:53:00,7,Lineup,Giovani Bernard,RB,CIN,BN,RB,Matt via Mobile Device,
2020-10-23 09:53:00,7,Lineup,Joe Mixon,RB,CIN,RB,BN,Matt via Mobile Device,
2020-10-23 13:31:00,7,Lineup,Laviska Shenault Jr.,WR,JAX,BN,WR,Liam via Mobile Device,
2020-10-23 13:31:00,7,Lineup,Emmanuel Sanders,WR,NO,WR,BN,Liam via Mobile Device,
2020-10-23 16:47:00,7,Lineup,Christian Kirk,WR,ARI,BN,R/W/T,Lucas via Mobile Device,
2020-10-23 16:47:00,7,Add,Christian Kirk,WR,ARI,Free Agents,The Longest Yard,Lucas via Mobile Device,
2020-10-23 16:47:00,7,Drop,Brandon Aiyuk,WR,SF,The Longest Yard,Waivers,Lucas via Mobile Device,
2020-10-23 16:47:00,7,Lineup,John Brown,WR,BUF,R/W/T,BN,Lucas via Mobile Device,
2020-10-24 00:39:00,7,Trade,Terry McLaurin,WR,WAS,Gronk's New Groove,ganggreen215,Sam,
2020-10-24 00:39:00,7,Trade,D'Andre Swift,RB,DET,ganggreen215,Gronk's New Groove,Sam,
2020-10-24 07:27:00,7,Lineup,Terry McLaurin,WR,WAS,BN,WR,Kevin via Mobile Device,
2020-10-24 07:27:00,7,Lineup,Odell Beckham Jr.,WR,CLE,WR,BN,Kevin via Mobile Device,
2020-10-24 07:43:00,7,Lineup,D'Andre Swift,RB,DET,BN,RB,Sam via Mobile Device,
2020-10-24 07:43:00,7,Lineup,Antonio Gibson,RB,WAS,RB,BN,Sam via Mobile Device,
2020-10-24 09:52:00,7,Lineup,Parris Campbell,WR,IND,RES,BN,Liam via Mobile Device,
2020-10-24 09:52:00,7,Lineup,Emmanuel Sanders,WR,NO,BN,RES,Liam via Mobile Device,
2020-10-24 12:01:00,7,Lineup,Jared Cook,TE,NO,BN,TE,Jess via Mobile Device,
2020-10-24 12:01:00,7,Lineup,JuJu Smith-Schuster,WR,PIT,WR,BN,Jess via Mobile Device,
2020-10-24 12:01:00,7,Lineup,Austin Hooper,TE,CLE,TE,BN,Jess via Mobile Device,
2020-10-24 12:01:00,7,Lineup,Marvin Jones,WR,DET,BN,WR,Jess via Mobile Device,
2020-10-24 12:39:00,7,Lineup,Jamison Crowder,WR,NYJ,WR,BN,Sam via Mobile Device,
2020-10-24 12:39:00,7,Lineup,Deebo Samuel,WR,SF,BN,WR,Sam via Mobile Device,
2020-10-24 12:39:00,7,Lineup,Deebo Samuel,WR,SF,WR,R/W/T,Sam via Mobile Device,
2020-10-24 12:39:00,7,Lineup,Kenny Golladay,WR,DET,R/W/T,WR,Sam via Mobile Device,
2020-10-24 12:41:00,7,Lineup,Antonio Gibson,RB,WAS,BN,R/W/T,Sam via Mobile Device,
2020-10-24 12:41:00,7,Lineup,Deebo Samuel,WR,SF,R/W/T,BN,Sam via Mobile Device,
2020-10-24 21:26:00,7,Add,Darren Fells,TE,HOU,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-24 21:26:00,7,Drop,Tyler Higbee,TE,LA,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-24 21:37:00,7,Lineup,Darren Fells,TE,HOU,BN,TE,Sam via Mobile Device,
2020-10-24 21:58:00,7,Add,Jamaal Williams,RB,GB,Free Agents,Do it for George,Matt via Mobile Device,
2020-10-24 21:58:00,7,Drop,Zack Moss,RB,BUF,Do it for George,Waivers,Matt via Mobile Device,
2020-10-24 21:58:00,7,Lineup,Jamaal Williams,RB,GB,BN,R/W/T,Matt via Mobile Device,
2020-10-24 21:58:00,7,Lineup,James White,RB,NE,R/W/T,BN,Matt via Mobile Device,
2020-10-24 22:01:00,7,Lineup,Clyde Edwards-Helaire,RB,KC,RB,R/W/T,Matt via Mobile Device,
2020-10-24 22:01:00,7,Lineup,Jamaal Williams,RB,GB,R/W/T,RB,Matt via Mobile Device,
2020-10-25 07:47:00,7,Lineup,A.J. Brown,WR,TEN,BN,R/W/T,Jake via Mobile Device,
2020-10-25 07:47:00,7,Lineup,Kareem Hunt,RB,CLE,R/W/T,RB,Jake via Mobile Device,
2020-10-25 07:47:00,7,Lineup,Aaron Jones,RB,GB,RB,R/W/T,Jake via Mobile Device,
2020-10-25 07:47:00,7,Lineup,Aaron Jones,RB,GB,R/W/T,BN,Jake via Mobile Device,
2020-10-25 08:37:00,7,Add,Tre'Quan Smith,WR,NO,Free Agents,Fantasy Football Team,Liam via Mobile Device,
2020-10-25 08:37:00,7,Drop,Parris Campbell,WR,IND,Fantasy Football Team,Waivers,Liam via Mobile Device,
2020-10-25 09:17:00,7,Lineup,Tre'Quan Smith,WR,NO,BN,WR,Liam via Mobile Device,
2020-10-25 09:17:00,7,Lineup,Laviska Shenault Jr.,WR,JAX,WR,BN,Liam via Mobile Device,
2020-10-26 21:31:00,7,Drop,Odell Beckham Jr.,WR,CLE,ganggreen215,Waivers,Kevin via Mobile Device,
2020-10-27 04:52:00,8,Lineup,Latavius Murray,RB,NO,BN,RB,Graham,
2020-10-27 04:52:00,8,Lineup,Adam Thielen,WR,MIN,BN,WR,Graham,
2020-10-27 04:52:00,8,Lineup,Mike Evans,WR,TB,WR,BN,Graham,
2020-10-27 04:52:00,8,Lineup,Devonta Freeman,RB,NYG,RB,BN,Graham,
2020-10-27 04:52:00,8,Lineup,Kenyan Drake,RB,ARI,RB,BN,Graham,
2020-10-27 04:52:00,8,Lineup,Jonathan Taylor,RB,IND,BN,RB,Graham,
2020-10-27 05:39:00,8,Lineup,Christian Kirk,WR,ARI,R/W/T,BN,Lucas,
2020-10-27 05:39:00,8,Lineup,Dalton Schultz,TE,DAL,TE,BN,Lucas,
2020-10-27 05:39:00,8,Lineup,Christian McCaffrey,RB,CAR,RES,BN,Lucas,
2020-10-27 05:39:00,8,Lineup,Michael Gallup,WR,DAL,WR,BN,Lucas,
2020-10-27 05:39:00,8,Lineup,John Brown,WR,BUF,BN,R/W/T,Lucas,
2020-10-27 05:39:00,8,Lineup,Mark Andrews,TE,BAL,BN,TE,Lucas,
2020-10-27 05:39:00,8,Lineup,Justin Jefferson,WR,MIN,BN,WR,Lucas,
2020-10-27 05:39:00,8,Lineup,Lamar Jackson,QB,BAL,BN,QB,Lucas,
2020-10-27 05:39:00,8,Lineup,Matt Ryan,QB,ATL,QB,BN,Lucas,
2020-10-27 05:39:00,8,Lineup,Raheem Mostert,RB,SF,BN,RES,Lucas,
2020-10-27 07:22:00,8,Lineup,Antonio Gibson,RB,WAS,R/W/T,BN,Sam via Mobile Device,
2020-10-27 07:22:00,8,Lineup,DeVante Parker,WR,MIA,BN,R/W/T,Sam via Mobile Device,
2020-10-27 07:22:00,8,Lineup,Dalvin Cook,RB,MIN,BN,RB,Sam via Mobile Device,
2020-10-27 07:22:00,8,Lineup,James Robinson,RB,JAX,RB,BN,Sam via Mobile Device,
2020-10-27 08:17:00,8,Lineup,Giovani Bernard,RB,CIN,RB,R/W/T,Matt via Mobile Device,
2020-10-27 08:17:00,8,Lineup,Marquise Brown,WR,BAL,BN,WR,Matt via Mobile Device,
2020-10-27 08:17:00,8,Lineup,Jamaal Williams,RB,GB,RB,BN,Matt via Mobile Device,
2020-10-27 08:17:00,8,Lineup,Le'Veon Bell,RB,KC,BN,RB,Matt via Mobile Device,
2020-10-27 08:17:00,8,Lineup,Brandin Cooks,WR,HOU,WR,BN,Matt via Mobile Device,
2020-10-27 08:17:00,8,Lineup,Clyde Edwards-Helaire,RB,KC,R/W/T,RB,Matt via Mobile Device,
2020-10-27 14:11:00,8,Lineup,Phillip Lindsay,RB,DEN,RB,BN,Liam via Mobile Device,
2020-10-27 14:11:00,8,Lineup,Joshua Kelley,RB,LAC,BN,RB,Liam via Mobile Device,
2020-10-27 14:11:00,8,Lineup,Jarvis Landry,WR,CLE,BN,WR,Liam via Mobile Device,
2020-10-27 14:11:00,8,Lineup,Tre'Quan Smith,WR,NO,WR,BN,Liam via Mobile Device,
2020-10-27 16:09:00,8,Lineup,A.J. Green,WR,CIN,BN,WR,Kevin via Mobile Device,
2020-10-27 16:09:00,8,Lineup,Terry McLaurin,WR,WAS,WR,BN,Kevin via Mobile Device,
2020-10-27 16:09:00,8,Lineup,T.Y. Hilton,WR,IND,BN,WR,Kevin via Mobile Device,
2020-10-27 16:09:00,8,Lineup,DeAndre Hopkins,WR,ARI,WR,BN,Kevin via Mobile Device,
2020-10-27 16:13:00,8,Lineup,Green Bay Packers DEF,DEF,GB,DEF,BN,Kevin via Mobile Device,
2020-10-27 16:13:00,8,Lineup,Indianapolis Colts DEF,DEF,IND,BN,DEF,Kevin via Mobile Device,
2020-10-28 00:41:00,8,Drop,Green Bay Packers DEF,DEF,GB,ganggreen215,Waivers,Kevin,
2020-10-28 00:41:00,8,Drop,Tim Patrick,WR,DEN,Gronk's New Groove,Waivers,Sam,
2020-10-28 00:41:00,8,Add,Joe Burrow,QB,CIN,Waivers,Gronk's New Groove,Sam,2 pts
2020-10-28 00:41:00,8,Drop,Darren Fells,TE,HOU,Gronk's New Groove,Waivers,Sam,
2020-10-28 00:41:00,8,Drop,Ben Roethlisberger,QB,PIT,Do it for George,Waivers,Matt,
2020-10-28 00:41:00,8,Add,Tom Brady,QB,TB,Waivers,Do it for George,Matt,5 pts
2020-10-28 00:41:00,8,Add,Brandon Aiyuk,WR,SF,Waivers,ganggreen215,Kevin,10 pts
2020-10-28 00:41:00,8,Add,Cole Beasley,WR,BUF,Waivers,ganggreen215,Kevin,2 pts
2020-10-28 00:41:00,8,Add,Mike Gesicki,TE,MIA,Waivers,Gronk's New Groove,Sam,3 pts
2020-10-28 04:22:00,8,Add,Carlos Hyde,RB,SEA,Free Agents,Eatin W's,Graham,
2020-10-28 04:22:00,8,Drop,Cam Akers,RB,LA,Eatin W's,Waivers,Graham,
2020-10-28 06:07:00,8,Lineup,Joe Burrow,QB,CIN,BN,QB,Sam via Mobile Device,
2020-10-28 06:07:00,8,Lineup,Kyler Murray,QB,ARI,QB,BN,Sam via Mobile Device,
2020-10-28 06:07:00,8,Lineup,Mike Gesicki,TE,MIA,BN,TE,Sam via Mobile Device,
2020-10-28 07:25:00,8,Lineup,T.Y. Hilton,WR,IND,WR,BN,Kevin via Mobile Device,
2020-10-28 07:25:00,8,Lineup,Brandon Aiyuk,WR,SF,BN,WR,Kevin via Mobile Device,
2020-10-28 07:42:00,8,Lineup,Tom Brady,QB,TB,BN,QB,Matt,
2020-10-28 10:40:00,8,Drop,Mike Williams,WR,LAC,Triple Crown,Waivers,Nolan via Mobile Device,
2020-10-28 10:40:00,8,Add,Nelson Agholor,WR,LV,Free Agents,Triple Crown,Nolan via Mobile Device,
2020-10-28 10:41:00,8,Lineup,Josh Jacobs,RB,LV,R/W/T,RB,Nolan via Mobile Device,
2020-10-28 10:41:00,8,Lineup,Baltimore Ravens DEF,DEF,BAL,BN,DEF,Nolan via Mobile Device,
2020-10-28 10:41:00,8,Lineup,Cleveland Browns DEF,DEF,CLE,DEF,BN,Nolan via Mobile Device,
2020-10-28 10:41:00,8,Lineup,Will Fuller,WR,HOU,WR,BN,Nolan via Mobile Device,
2020-10-28 10:41:00,8,Lineup,Chris Carson,RB,SEA,RB,R/W/T,Nolan via Mobile Device,
2020-10-28 12:24:00,8,Add,Tyler Bass,K,BUF,Free Agents,Eatin W's,Graham via Mobile Device,
2020-10-28 12:24:00,8,Drop,Zane Gonzalez,K,ARI,Eatin W's,Waivers,Graham via Mobile Device,
2020-10-28 12:24:00,8,Lineup,Tyler Bass,K,BUF,BN,K,Graham via Mobile Device,
2020-10-28 12:24:00,8,Lineup,Latavius Murray,RB,NO,RB,BN,Graham via Mobile Device,
2020-10-28 12:24:00,8,Lineup,Leonard Fournette,RB,TB,BN,RB,Graham via Mobile Device,
2020-10-28 12:28:00,8,Add,Nyheim Hines,RB,IND,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-28 12:28:00,8,Drop,Damien Harris,RB,NE,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-28 12:31:00,8,Add,Rob Gronkowski,TE,TB,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-28 12:31:00,8,Drop,Mike Gesicki,TE,MIA,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-28 14:56:00,8,Lineup,Leonard Fournette,RB,TB,RB,BN,Graham via Mobile Device,
2020-10-28 14:56:00,8,Lineup,Diontae Johnson,WR,PIT,R/W/T,BN,Graham via Mobile Device,
2020-10-28 14:56:00,8,Lineup,Mike Evans,WR,TB,BN,R/W/T,Graham via Mobile Device,
2020-10-28 14:56:00,8,Lineup,Devonta Freeman,RB,NYG,BN,RB,Graham via Mobile Device,
2020-10-28 14:57:00,8,Lineup,Leonard Fournette,RB,TB,BN,RB,Graham via Mobile Device,
2020-10-28 14:57:00,8,Lineup,Devonta Freeman,RB,NYG,RB,BN,Graham via Mobile Device,
2020-10-28 15:33:00,8,Lineup,Myles Gaskin,RB,MIA,BN,RB,f,
2020-10-28 15:33:00,8,Lineup,David Johnson,RB,HOU,RB,BN,f,
2020-10-28 15:59:00,8,Lineup,Rob Gronkowski,TE,TB,BN,TE,Sam via Mobile Device,
2020-10-28 16:03:00,8,Lineup,Jamaal Williams,RB,GB,BN,R/W/T,Matt,
2020-10-28 16:03:00,8,Lineup,Giovani Bernard,RB,CIN,R/W/T,BN,Matt,
2020-10-28 17:17:00,8,Lineup,Zach Ertz,TE,PHI,BN,RES,Sam via Mobile Device,
2020-10-28 17:17:00,8,Drop,Nyheim Hines,RB,IND,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-28 17:17:00,8,Add,Zach Ertz,TE,PHI,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-28 17:17:00,8,Add,Rashaad Penny,RB,SEA,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-28 17:18:00,8,Lineup,Rashaad Penny,RB,SEA,BN,RES,Sam via Mobile Device,
2020-10-28 17:18:00,8,Add,La'Mical Perine,RB,NYJ,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-28 17:50:00,8,Add,Nyheim Hines,RB,IND,Free Agents,Fantasy Football Team,Liam via Mobile Device,
2020-10-28 17:50:00,8,Drop,Tre'Quan Smith,WR,NO,Fantasy Football Team,Waivers,Liam via Mobile Device,
2020-10-28 17:51:00,8,Drop,Mecole Hardman,WR,KC,Fantasy Football Team,Waivers,Liam via Mobile Device,
2020-10-28 17:51:00,8,Add,Corey Davis,WR,TEN,Free Agents,Fantasy Football Team,Liam via Mobile Device,
2020-10-28 18:25:00,8,Lineup,Tony Pollard,RB,DAL,BN,RB,Liam via Mobile Device,
2020-10-28 18:25:00,8,Lineup,Joshua Kelley,RB,LAC,RB,BN,Liam via Mobile Device,
2020-10-28 22:18:00,8,Lineup,Rodrigo Blankenship,K,IND,BN,K,Jake via Mobile Device,
2020-10-28 22:18:00,8,Lineup,Graham Gano,K,NYG,K,BN,Jake via Mobile Device,
2020-10-28 22:24:00,8,Drop,Graham Gano,K,NYG,The Wet Market Pangolins,Waivers,Jake via Mobile Device,
2020-10-28 22:24:00,8,Add,Derek Carr,QB,LV,Free Agents,The Wet Market Pangolins,Jake via Mobile Device,
2020-10-28 22:26:00,8,Add,Los Angeles Chargers DEF,DEF,LAC,Free Agents,The Wet Market Pangolins,Jake via Mobile Device,
2020-10-28 22:26:00,8,Drop,Justin Jackson,RB,LAC,The Wet Market Pangolins,Waivers,Jake via Mobile Device,
2020-10-28 22:29:00,8,Lineup,Deshaun Watson,QB,HOU,QB,BN,Jake via Mobile Device,
2020-10-28 22:29:00,8,Lineup,Derek Carr,QB,LV,BN,QB,Jake via Mobile Device,
2020-10-29 04:57:00,8,Lineup,Leonard Fournette,RB,TB,RB,BN,Graham,
2020-10-29 04:57:00,8,Lineup,Carlos Hyde,RB,SEA,BN,RB,Graham,
2020-10-29 11:35:00,8,Drop,Mason Crosby,K,GB,Triple Crown,Waivers,Nolan via Mobile Device,
2020-10-29 11:35:00,8,Add,Jason Sanders,K,MIA,Free Agents,Triple Crown,Nolan via Mobile Device,
2020-10-29 11:36:00,8,Lineup,Jason Sanders,K,MIA,BN,K,Nolan via Mobile Device,
2020-10-29 12:49:00,8,Lineup,Cam Newton,QB,NE,QB,BN,f,
2020-10-29 12:49:00,8,Lineup,Ryan Tannehill,QB,TEN,BN,QB,f,
2020-10-29 12:50:00,8,Lineup,Preston Williams,WR,MIA,BN,WR,f,
2020-10-29 12:50:00,8,Lineup,Keelan Cole,WR,JAX,WR,BN,f,
2020-10-29 12:51:00,8,Lineup,Jerick McKinnon,RB,SF,RB,BN,f,
2020-10-29 12:51:00,8,Lineup,Boston Scott,RB,PHI,BN,RB,f,
2020-10-29 12:52:00,8,Lineup,Joey Slye,K,CAR,RES,K,f,
2020-10-29 12:52:00,8,Drop,Brandon McManus,K,DEN,Tight Ends Spread Sheets,Waivers,f,
2020-10-29 14:59:00,8,Lineup,Carson Wentz,QB,PHI,QB,BN,Jess via Mobile Device,
2020-10-29 14:59:00,8,Lineup,Justin Herbert,QB,LAC,BN,QB,Jess via Mobile Device,
2020-10-29 15:01:00,8,Lineup,Hunter Renfrow,WR,LV,BN,WR,Jess via Mobile Device,
2020-10-29 15:01:00,8,Lineup,Marvin Jones,WR,DET,WR,BN,Jess via Mobile Device,
2020-10-29 16:14:00,8,Add,Ryan Succop,K,TB,Free Agents,Eatin W's,Graham via Mobile Device,
2020-10-29 16:14:00,8,Drop,Tyler Bass,K,BUF,Eatin W's,Waivers,Graham via Mobile Device,
2020-10-29 16:16:00,8,Lineup,Ryan Succop,K,TB,BN,K,Graham via Mobile Device,
2020-10-30 08:55:00,8,Lineup,Jamaal Williams,RB,GB,R/W/T,BN,Matt,
2020-10-30 08:55:00,8,Lineup,Giovani Bernard,RB,CIN,BN,R/W/T,Matt,
2020-10-30 11:14:00,8,Drop,Julian Edelman,WR,NE,Do it for George,Waivers,Matt,
2020-10-30 11:14:00,8,Add,Scott Miller,WR,TB,Free Agents,Do it for George,Matt,
